intent,text,response
RecipeByCategory,Şerbetli tatlı tarifleri verir misin,"İşte lezzetli şerbetli tatlılar:,1. Baklava: Cevizli tatlı. 2. Künefe: Peynirli tatlı. 3. Revani: İrmikli tatlı."
RecipeByCategory,Meyveli tatlı tarifleri verir misin,"İşte lezzetli meyveli tatlılar:,1. Elmalı Turta: Elmalı pasta. 2. Meyveli Pasta: Karışık meyveli pasta. 3. Çilekli Tiramisu: Meyveli İtalyan tatlısı."
RecipeByCategory,Hamur işi tarifleri verir misin,"İşte lezzetli hamur işi tarifleri:,1. Poğaça: Peynirli hamur. 2. Açma: Yumuşak hamur. 3. Simit: Susamlı hamur."
RecipeByCategory,Börek tarifleri verir misin,"İşte lezzetli börek tarifleri:,1. Su Böreği: Yufkalı börek. 2. Kol Böreği: Rulo börek. 3. Sigara Böreği: Çıtır börek."
RecipeByCategory,Çorba tarifleri verir misin,"İşte lezzetli çorba tarifleri:,1. Mercimek Çorbası: Kırmızı mercimek çorbası. 2. Tarhana Çorbası: Geleneksel çorba. 3. Yayla Çorbası: Yoğurtlu çorba."
RecipeByCategory,Dolma tarifleri verir misin,"İşte lezzetli dolma tarifleri:,1. Biber Dolması: Pirinçli dolma. 2. Yaprak Sarma: Zeytinyağlı sarma. 3. Kabak Dolması: Kıymalı dolma."
RecipeByCategory,Meze tarifleri verir misin,"İşte lezzetli meze tarifleri:,1. Humus: Nohut ezmesi. 2. Babagannuş: Patlıcan ezmesi. 3. Cacık: Yoğurtlu meze."
RecipeByCategory,Salata tarifleri verir misin,"İşte lezzetli salata tarifleri:,1. Çoban Salatası: Doğrama salata. 2. Sezar Salatası: Tavuklu salata. 3. Rus Salatası: Garnitürlü salata."
RecipeByCategory,Kahvaltılık tarifleri verir misin,"İşte lezzetli kahvaltılık tarifler:,1. Menemen: Yumurtalı kahvaltılık. 2. Sucuklu Yumurta: Etli kahvaltılık. 3. Börek: Peynirli kahvaltılık."
RecipeByIngredient,Dolabımda süt ve yumurta var ne yapabilirim,"Süt ve yumurta ile yapabileceğiniz lezzetli tarifler:,1. Krep: İnce hamur tatlısı. 2. Puding: Sütlü tatlı. 3. Pankek: Kahvaltılık hamur."
RecipeByIngredient,Dolabımda un ve şeker var ne yapabilirim,"Un ve şeker ile yapabileceğiniz lezzetli tarifler:,1. Kurabiye: Tatlı kurabiye. 2. Kek: Sade kek. 3. Helva: Un helvası."
RecipeByIngredient,Dolabımda pirinç ve tavuk var ne yapabilirim,"Pirinç ve tavuk ile yapabileceğiniz lezzetli tarifler:,1. Tavuklu Pilav: Etli pilav. 2. Tavuk Çorbası: Pirinçli çorba. 3. Tavuklu Dolma: Pirinçli dolma."
RecipeByIngredient,Dolabımda kıyma ve patates var ne yapabilirim,"Kıyma ve patates ile yapabileceğiniz lezzetli tarifler:,1. Patates Oturtma: Kıymalı patates. 2. Köfte Patates: Fırın yemeği. 3. Patates Musakka: Kıymalı yemek."
RecipeByIngredient,Dolabımda domates ve salatalık var ne yapabilirim,"Domates ve salatalık ile yapabileceğiniz lezzetli tarifler:,1. Çoban Salatası: Doğrama salata. 2. Cacık: Yoğurtlu meze. 3. Mevsim Salatası: Karışık salata."
RecipeByIngredient,Dolabımda peynir ve zeytin var ne yapabilirim,"Peynir ve zeytin ile yapabileceğiniz lezzetli tarifler:,1. Kahvaltı Tabağı: Türk kahvaltısı. 2. Peynirli Börek: Hamur işi. 3. Zeytinli Poğaça: Kahvaltılık."
RecipeByIngredient,Dolabımda makarna ve kaşar var ne yapabilirim,"Makarna ve kaşar ile yapabileceğiniz lezzetli tarifler:,1. Fırın Makarna: Peynirli makarna. 2. Mac and Cheese: Amerikan usulü makarna. 3. Makarna Graten: Beşamel soslu makarna."
RecipeByIngredient,Dolabımda bulgur ve mercimek var ne yapabilirim,"Bulgur ve mercimek ile yapabileceğiniz lezzetli tarifler:,1. Mercimek Çorbası: Bulgurlu çorba. 2. Mercimek Köftesi: Bulgurlu köfte. 3. Kısır: Bulgur salatası."
RecipeByIngredient,Dolabımda nohut ve pirinç var ne yapabilirim,"Nohut ve pirinç ile yapabileceğiniz lezzetli tarifler:,1. Nohutlu Pilav: Bakliyatlı pilav. 2. Etli Nohut: Pirinçli nohut. 3. Maklube: Nohutlu pilav."
RecipeByIngredient,Dolabımda havuç ve kabak var ne yapabilirim,"Havuç ve kabak ile yapabileceğiniz lezzetli tarifler:,1. Sebze Çorbası: Karışık çorba. 2. Sebze Sote: Sağlıklı yemek. 3. Sebzeli Makarna: Sebzeli yemek."
RecipeByIngredient,Dolabımda patlıcan ve biber var ne yapabilirim,"Patlıcan ve biber ile yapabileceğiniz lezzetli tarifler:,1. Karnıyarık: Patlıcan yemeği. 2. Közlenmiş Sebze: Izgara sebze. 3. Türlü: Sebze yemeği."
GetRecipe,Karnıyarık tarifi verir misin,"Karnıyarık tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 6 adet patlıcan, 300g kıyma, 2 adet soğan, 2 adet domates, 2 adet sivri biber, 2 diş sarımsak, tuz, karabiber, pul biber, sıvı yağ. Yapılışı: 1. Patlıcanları alacalı soyup tuzlu suda bekletin. 2. Kıymayı soğan ve sarımsakla kavurun. 3. Domates ve biberleri ekleyip pişirin. 4. Patlıcanları kızartın, ortalarını yarıp içlerine kıymalı harçtan koyun. 5. 180 derece fırında 20-25 dakika pişirin."
GetRecipe,İmam Bayıldı tarifi verir misin,"İmam Bayıldı tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 6 adet patlıcan, 3 adet soğan, 4 adet domates, 4 adet sivri biber, 4 diş sarımsak, zeytinyağı, tuz, karabiber. Yapılışı: 1. Patlıcanları alacalı soyup tuzlu suda bekletin. 2. Soğanları yemeklik doğrayıp zeytinyağında kavurun. 3. Domates, biber ve sarımsakları ekleyip pişirin. 4. Patlıcanları kızartın ve ortalarını yarın. 5. İçine hazırladığınız harçtan koyun. 6. Üzerine zeytinyağı gezdirip 180 derece fırında 20-25 dakika pişirin."
GetRecipe,Menemen tarifi verir misin,"Menemen tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 4 adet domates, 2 adet yeşil biber, 2 adet yumurta, 1 adet soğan, zeytinyağı, tuz, karabiber. Yapılışı: 1. Soğan ve biberleri doğrayın. 2. Zeytinyağında kavurun. 3. Domatesleri ekleyip pişirin. 4. Yumurtaları kırıp karıştırın. 5. Baharatlarla tatlandırın."
GetRecipe,Mercimek çorbası tarifi verir misin,"Mercimek çorbası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 su bardağı kırmızı mercimek, 1 adet soğan, 1 adet havuç, 2 yemek kaşığı un, tereyağı, tuz, karabiber, pul biber, limon. Yapılışı: 1. Mercimeği yıkayın. 2. Soğan ve havucu doğrayın. 3. Tereyağında soğanı kavurun. 4. Havuç ve mercimeği ekleyip su ilave edin. 5. Mercimekler yumuşayınca blenderdan geçirin. 6. Un ve baharatları ekleyip karıştırarak pişirin. 7. Limonla servis edin."
GetRecipe,Kısır tarifi verir misin,"Kısır tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı ince bulgur, 2 adet domates, 2 adet yeşil biber, 1 demet maydanoz, 1 demet taze soğan, zeytinyağı, nar ekşisi, limon suyu, salça, pul biber, karabiber, tuz. Yapılışı: 1. Bulguru sıcak suyla ıslatın. 2. Sebzeleri ince ince doğrayın. 3. Bulgura sebzeleri ekleyin. 4. Zeytinyağı, nar ekşisi, limon suyu ve baharatları ekleyip karıştırın."
GetRecipe,Mantı tarifi verir misin,"Mantı tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Hamur için: 3 su bardağı un, 1 adet yumurta, tuz, su. İç harç için: 250g kıyma, 1 adet soğan, tuz, karabiber. Üzeri için: Yoğurt, tereyağı, pul biber, nane. Yapılışı: 1. Hamur malzemelerini yoğurun ve dinlendirin. 2. İç harç malzemelerini karıştırın. 3. Hamuru açıp küçük kareler kesin. 4. İç harçtan koyup kapatın. 5. Kaynayan suda haşlayın. 6. Üzerine sarımsaklı yoğurt ve kızdırılmış tereyağlı sos dökün."
GetRecipe,Lahmacun tarifi verir misin,"Lahmacun tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Hamur için: 3 su bardağı un, 1 tatlı kaşığı maya, tuz, su. İç harç için: 300g kıyma, 2 adet soğan, 2 adet domates, 2 adet biber, maydanoz, sarımsak, pul biber, karabiber. Yapılışı: 1. Hamur malzemelerini yoğurup mayalandırın. 2. İç harç malzemelerini robottan geçirin. 3. Hamuru beze yapıp açın. 4. Üzerine harç yayın. 5. 250 derece fırında 5-7 dakika pişirin."
GetRecipe,Pide tarifi verir misin,"Pide tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Hamur için: 3 su bardağı un, 1 tatlı kaşığı maya, tuz, su. İç harç için: Kıyma/peynir/kuşbaşı, soğan, domates, biber, maydanoz. Üzeri için: Yumurta sarısı, tereyağı. Yapılışı: 1. Hamuru yoğurup mayalandırın. 2. İç harcı hazırlayın. 3. Hamuru oval açıp içine harç koyun. 4. Kenarlarını kapatın. 5. Üzerine yumurta sarısı sürün. 6. 200 derece fırında 15-20 dakika pişirin. 7. Üzerine tereyağı sürün."
GetRecipe,Baklava tarifi verir misin,"Baklava tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 30 adet yufka, 3 su bardağı ceviz içi, 250g tereyağı. Şerbet için: 3 su bardağı şeker, 3 su bardağı su, birkaç damla limon. Yapılışı: 1. Yufkaları teker teker tereyağı ile yağlayın. 2. Her 5 katta bir ceviz serpin. 3. Baklava şeklinde kesin. 4. 180 derece fırında altın sarısı olana kadar pişirin. 5. Şerbeti hazırlayıp soğuk şerbeti sıcak baklavanın üzerine dökün."
GetRecipe,Sütlaç tarifi verir misin,"Sütlaç tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 su bardağı pirinç, 1 litre süt, 1 su bardağı şeker, 1 paket vanilya, 2 yemek kaşığı pirinç unu. Yapılışı: 1. Pirinci yumuşayana kadar haşlayın. 2. Süt, şeker ve pirinç ununu karıştırıp kaynatın. 3. Pirinci ekleyip karıştırarak pişirin. 4. Güveçlere paylaştırın. 5. Fırında üzeri kızarana kadar pişirin."
GetRecipe,Kazandibi tarifi verir misin,"Kazandibi tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 litre süt, 1 su bardağı şeker, 2 yemek kaşığı pirinç unu, 3 yemek kaşığı un, 1 paket vanilya, tereyağı. Yapılışı: 1. Tüm malzemeleri tencerede pişirin. 2. Tepsiye tereyağı sürün. 3. Muhallebiyi dökün. 4. Ocakta altı tutana kadar pişirin. 5. Soğuyunca dilimleyin."
GetRecipe,Künefe tarifi verir misin,"Künefe tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g kadayıf, 300g tuzsuz peynir, 250g tereyağı, şerbet için: 3 su bardağı şeker, 3 su bardağı su. Yapılışı: 1. Kadayıfı inceltip tereyağı ile yağlayın. 2. Yarısını tepsiye dizin. 3. Peyniri yerleştirin. 4. Kalan kadayıfı üzerine kapatın. 5. 180 derece fırında kızarana kadar pişirin. 6. Şerbeti hazırlayıp sıcak künefenin üzerine dökün."
GetRecipe,Keşkek tarifi verir misin,"Keşkek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g dövme buğday, 500g kuzu eti, 2 adet soğan, tereyağı, tuz, karabiber. Yapılışı: 1. Buğdayı bir gece önceden ıslatın. 2. Eti haşlayın. 3. Buğday ve eti birlikte pişirin. 4. Tahta kaşıkla dövün. 5. Üzerine kızdırılmış tereyağı döküp servis edin."
GetRecipe,Güllaç tarifi verir misin,"Güllaç tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 12 yaprak güllaç, 2 litre süt, 2 su bardağı şeker, 1 paket vanilya, fındık, ceviz, nar. Yapılışı: 1. Sütü şekerle kaynatıp vanilya ekleyin. 2. Güllaç yapraklarını sütle ıslatıp kat kat dizin. 3. Aralarına fındık ve ceviz serpin. 4. En üste nar taneleri ekleyin. 5. Buzdolabında soğutup servis edin."
GetRecipe,Aşure tarifi verir misin,"Aşure tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 su bardağı buğday, 1 su bardağı nohut, 1 su bardağı kuru fasulye, 1 su bardağı kuru üzüm, kayısı, incir, fındık, ceviz, şeker, su. Yapılışı: 1. Buğday, nohut ve fasulyeyi ayrı ayrı haşlayın. 2. Kuru meyveleri doğrayın. 3. Tüm malzemeleri bir tencerede şekerli su ile pişirin. 4. Üzerine kuruyemiş serperek servis edin."
GetRecipe,Zeytinyağlı Taze Fasulye tarifi verir misin,"Zeytinyağlı Taze Fasulye tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 kg taze fasulye, 2 adet soğan, 2 adet domates, 2 diş sarımsak, yarım çay bardağı zeytinyağı, tuz, karabiber. Yapılışı: 1. Fasulyeleri ayıklayıp yıkayın. 2. Soğanları yemeklik doğrayıp zeytinyağında kavurun. 3. Domatesleri rendeleyin. 4. Fasulyeler ve domatesleri ekleyin. 5. Tuz ve karabiber ekleyip kısık ateşte pişirin."
GetRecipe,Zeytinyağlı Pırasa tarifi verir misin,"Zeytinyağlı Pırasa tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 6 adet pırasa, 1 adet soğan, 1 adet havuç, yarım çay bardağı zeytinyağı, 1 adet limon, tuz, karabiber. Yapılışı: 1. Pırasaları temizleyip doğrayın. 2. Soğan ve havucu yemeklik doğrayın. 3. Zeytinyağında soğanı kavurun. 4. Pırasa ve havuçları ekleyin. 5. Tuz, karabiber ve limon suyunu ekleyip pişirin."
GetRecipe,Zeytinyağlı Barbunya tarifi verir misin,"Zeytinyağlı Barbunya tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g taze barbunya, 2 adet soğan, 2 adet domates, 2 adet patates, yarım çay bardağı zeytinyağı, tuz, karabiber. Yapılışı: 1. Barbunyaları ayıklayıp yıkayın. 2. Soğanları yemeklik doğrayıp zeytinyağında kavurun. 3. Domates ve patatesleri ekleyin. 4. Barbunyaları ekleyip su ilave edin. 5. Tuz ve karabiber ekleyip kısık ateşte pişirin."
GetRecipe,Zeytinyağlı Yaprak Sarma tarifi verir misin,"Zeytinyağlı Yaprak Sarma tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 paket asma yaprağı, 2 su bardağı pirinç, 2 adet soğan, yarım demet maydanoz, yarım çay bardağı zeytinyağı, nane, karabiber, tuz. Yapılışı: 1. Yaprakları tuzlu suda yumuşatın. 2. Pirinci, ince doğranmış soğan ve baharatlarla karıştırın. 3. Yaprakları tek tek açıp iç harçtan koyup sarın. 4. Tencereye dizin ve üzerine limon dilimleri koyun. 5. Kısık ateşte pişirin."
GetRecipe,Zeytinyağlı Enginar tarifi verir misin,"Zeytinyağlı Enginar tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 6 adet enginar, 2 adet havuç, 1 adet patates, 1 adet soğan, yarım çay bardağı zeytinyağı, 1 adet limon, tuz, şeker. Yapılışı: 1. Enginarları temizleyip limonlu suda bekletin. 2. Sebzeleri doğrayın. 3. Zeytinyağında soğanı kavurun. 4. Tüm malzemeleri ekleyip su ilave edin. 5. Tuz ve şeker ekleyip kısık ateşte pişirin."
GetRecipe,Kuzu Tandır tarifi verir misin,"Kuzu Tandır tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 kg kuzu but, 2 adet soğan, 4 diş sarımsak, 2 adet havuç, 2 adet patates, zeytinyağı, tuz, karabiber, kekik, defne yaprağı. Yapılışı: 1. Eti büyük parçalar halinde doğrayın. 2. Sebzeleri iri doğrayın. 3. Tüm malzemeleri fırın tepsisine dizin. 4. Üzerini folyoyla kapatıp 160 derecede 3 saat pişirin. 5. Son yarım saat folyoyu açıp kızartın."
GetRecipe,Köfte tarifi verir misin,"Köfte tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g kıyma, 1 adet soğan, 2 dilim bayat ekmek, 1 yumurta, maydanoz, kimyon, pul biber, tuz, karabiber. Yapılışı: 1. Soğanı rendeleyin. 2. Bayat ekmeği ıslatıp sıkın. 3. Tüm malzemeleri yoğurun. 4. Köfteleri şekillendirin. 5. Tavada veya ızgarada pişirin."
GetRecipe,İskender tarifi verir misin,"İskender tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g döner et, 4 adet pide, 2 su bardağı domates sosu, tereyağı, yoğurt, maydanoz. Yapılışı: 1. Pideleri küp şeklinde doğrayın. 2. Domates sosunu hazırlayın. 3. Tereyağını kızdırın. 4. Pideleri dizip üzerine et, sos ve tereyağı gezdirin. 5. Yoğurt ve maydanozla servis yapın."
GetRecipe,Tas Kebabı tarifi verir misin,"Tas Kebabı tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 kg kuşbaşı et, 2 adet soğan, 2 adet patates, 2 adet havuç, 2 diş sarımsak, salça, zeytinyağı, tuz, karabiber. Yapılışı: 1. Eti mühürleyin. 2. Soğan ve sarımsağı kavurun. 3. Sebzeleri ekleyip kavurun. 4. Salça ve baharatları ekleyin. 5. Kısık ateşte 2 saat pişirin."
GetRecipe,Orman Kebabı tarifi verir misin,"Orman Kebabı tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g kuşbaşı et, 2 adet patlıcan, 2 adet biber, 2 adet domates, 2 adet soğan, zeytinyağı, tuz, karabiber. Yapılışı: 1. Sebzeleri iri doğrayın. 2. Eti marine edin. 3. Şişlere et ve sebzeleri dizin. 4. Izgarada veya fırında pişirin. 5. Sıcak servis yapın."
GetRecipe,Tavuk Sote tarifi verir misin,"Tavuk Sote tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g tavuk göğsü, 2 adet biber, 1 adet soğan, 2 adet domates, 2 diş sarımsak, zeytinyağı, tuz, karabiber. Yapılışı: 1. Tavukları kuşbaşı doğrayın. 2. Sebzeleri julyen doğrayın. 3. Tavukları mühürleyin. 4. Sebzeleri ekleyip soteleyin. 5. Baharatları ekleyip pişirin."
GetRecipe,Fırın Tavuk tarifi verir misin,"Fırın Tavuk tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 bütün tavuk, 4 adet patates, 2 adet havuç, 2 adet soğan, zeytinyağı, tuz, karabiber, kekik, biberiye. Yapılışı: 1. Tavuğu yıkayıp kurulayın. 2. Sebzeleri iri doğrayın. 3. Tavuğu baharatlarla ovun. 4. Sebzeleri tepsiye dizin. 5. 180 derecede 1 saat pişirin."
GetRecipe,Tavuk Şiş tarifi verir misin,"Tavuk Şiş tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g tavuk göğsü, 2 adet biber, 1 adet soğan, sıvı yağ, yoğurt, tuz, karabiber, kekik. Yapılışı: 1. Tavukları kuşbaşı doğrayın. 2. Marine sosunu hazırlayın. 3. Tavukları marine edin. 4. Şişlere dizin. 5. Izgarada pişirin."
GetRecipe,Tavuklu Pilav tarifi verir misin,"Tavuklu Pilav tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı pirinç, 300g tavuk göğsü, 1 adet soğan, tereyağı, tavuk suyu, tuz, karabiber. Yapılışı: 1. Pirinci yıkayıp ıslatın. 2. Tavukları haşlayıp didikleyin. 3. Soğanı kavurun. 4. Pirinci ekleyip kavurun. 5. Tavuk suyu ve baharatları ekleyip pişirin."
GetRecipe,Tavuk Çorbası tarifi verir misin,"Tavuk Çorbası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 300g tavuk göğsü, 1 su bardağı un, 1 adet yumurta, 1 adet limon, tereyağı, tuz, karabiber. Yapılışı: 1. Tavuğu haşlayıp didikleyin. 2. Terbiye için un, yumurta ve limonu karıştırın. 3. Tavuk suyuna terbiyeyi ekleyin. 4. Tereyağını eritip ekleyin. 5. Kısık ateşte pişirin."
GetRecipe,Fırında Levrek tarifi verir misin,"Fırında Levrek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 adet levrek, 2 adet limon, 2 adet defne yaprağı, zeytinyağı, tuz, karabiber. Yapılışı: 1. Balıkları temizleyip yıkayın. 2. İçine defne yaprağı ve limon dilimleri yerleştirin. 3. Zeytinyağı ve baharatlarla ovun. 4. 180 derecede 25-30 dakika pişirin. 5. Limon ile servis yapın."
GetRecipe,Hamsi Tava tarifi verir misin,"Hamsi Tava tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g hamsi, 1 su bardağı mısır unu, tuz, karabiber, ayçiçek yağı. Yapılışı: 1. Hamsileri temizleyip yıkayın. 2. Mısır unu ve baharatları karıştırın. 3. Hamsileri una bulayın. 4. Kızgın yağda kızartın. 5. Kağıt havlu üzerinde fazla yağını alın."
GetRecipe,Balık Çorbası tarifi verir misin,"Balık Çorbası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g balık, 1 adet havuç, 1 adet patates, 1 adet soğan, 2 diş sarımsak, zeytinyağı, limon, tuz, karabiber. Yapılışı: 1. Sebzeleri doğrayın. 2. Balığı haşlayın. 3. Sebzeleri zeytinyağında kavurun. 4. Balık suyunu ve didiklenmiş balığı ekleyin. 5. Limon ve baharatlarla tatlandırın."
GetRecipe,Somon Izgara tarifi verir misin,"Somon Izgara tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 4 dilim somon, 2 adet limon, zeytinyağı, taze kekik, tuz, karabiber. Yapılışı: 1. Somonları marine edin. 2. Izgarayı ısıtın. 3. Balıkları ızgaraya yerleştirin. 4. Her iki tarafınını 4-5 dakika pişirin. 5. Limon ile servis yapın."
GetRecipe,Balık Buğulama tarifi verir misin,"Balık Buğulama tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 4 dilim balık, 2 adet havuç, 2 adet patates, 1 adet soğan, 2 diş sarımsak, defne yaprağı, zeytinyağı, tuz, karabiber. Yapılışı: 1. Sebzeleri dilimleyin. 2. Tencereye sebzeleri dizin. 3. Üzerine balıkları yerleştirin. 4. Zeytinyağı ve baharatları ekleyin. 5. Kısık ateşte buğulayın."
GetRecipe,Sade Pilav tarifi verir misin,"Sade Pilav tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı pirinç, 3 su bardağı su, 2 yemek kaşığı tereyağı, 1 çay kaşığı tuz. Yapılışı: 1. Pirinci yıkayıp ıslatın. 2. Tereyağını eritin. 3. Pirinci kavurun. 4. Su ve tuz ekleyin. 5. Kısık ateşte demlendirin."
GetRecipe,İç Pilav tarifi verir misin,"İç Pilav tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı pirinç, kuş üzümü, dolmalık fıstık, tereyağı, tuz, karabiber. Yapılışı: 1. Pirinci yıkayıp ıslatın. 2. Tereyağında fıstıkları kavurun. 3. Pirinci ve üzümleri ekleyin. 4. Su ve baharatları ekleyin. 5. Kısık ateşte pişirin."
GetRecipe,Bulgur Pilavı tarifi verir misin,"Bulgur Pilavı tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı bulgur, 1 adet soğan, 2 yemek kaşığı tereyağı, domates salçası, tuz, karabiber. Yapılışı: 1. Soğanı yemeklik doğrayın. 2. Tereyağında soğanı kavurun. 3. Salçayı ekleyip kavurun. 4. Bulgur ve sıcak su ekleyin. 5. Kısık ateşte pişirin."
GetRecipe,Nohutlu Pilav tarifi verir misin,"Nohutlu Pilav tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı pirinç, 1 su bardağı haşlanmış nohut, 2 yemek kaşığı tereyağı, tuz, karabiber. Yapılışı: 1. Pirinci yıkayıp ıslatın. 2. Tereyağında pirinci kavurun. 3. Nohutları ekleyin. 4. Su ve baharatları ekleyin. 5. Kısık ateşte pişirin."
GetRecipe,Sebzeli Pilav tarifi verir misin,"Sebzeli Pilav tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı pirinç, 1 adet havuç, 1 adet biber, 1 su bardağı bezelye, tereyağı, tuz, karabiber. Yapılışı: 1. Sebzeleri küp doğrayın. 2. Tereyağında sebzeleri kavurun. 3. Pirinci ekleyip kavurun. 4. Su ve baharatları ekleyin. 5. Kısık ateşte pişirin."
GetRecipe,Su Böreği tarifi verir misin,"Su Böreği tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 paket yufka, 500g kıyma, 2 adet soğan, maydanoz, tuz, karabiber, sıvı yağ, süt, yumurta. Yapılışı: 1. İç harcı için kıyma ve soğanı kavurun. 2. Yufkaları haşlayın. 3. Yufkaları serip iç harcı koyun. 4. Rulo yapıp tepsiye dizin. 5. Üzerine yumurtalı süt döküp pişirin."
GetRecipe,Kıymalı Börek tarifi verir misin,"Kıymalı Börek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 paket yufka, 400g kıyma, 2 adet soğan, maydanoz, tuz, karabiber, sıvı yağ. Yapılışı: 1. Kıyma ve soğanı kavurun. 2. Yufkaları ikiye bölün. 3. İç harcı koyup üçgen şeklinde sarın. 4. Yağlayıp tepsiye dizin. 5. 180 derecede pişirin."
GetRecipe,Ispanaklı Börek tarifi verir misin,"Ispanaklı Börek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 paket yufka, 500g ıspanak, 2 adet soğan, beyaz peynir, tuz, karabiber, sıvı yağ. Yapılışı: 1. Ispanağı doğrayıp soğanla kavurun. 2. Peyniri ekleyin. 3. Yufkaları serip iç harcı koyun. 4. Rulo yapıp tepsiye dizin. 5. 180 derecede pişirin."
GetRecipe,Patatesli Börek tarifi verir misin,"Patatesli Börek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 paket yufka, 4 adet patates, 1 adet soğan, tuz, karabiber, sıvı yağ. Yapılışı: 1. Patatesleri haşlayıp ezin. 2. Soğanı kavurup patatese ekleyin. 3. Yufkaları üçe bölün. 4. İç harcı koyup sarın. 5. 180 derecede pişirin."
GetRecipe,Peynirli Börek tarifi verir misin,"Peynirli Börek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 paket yufka, 400g beyaz peynir, maydanoz, tuz, karabiber, sıvı yağ. Yapılışı: 1. Peyniri ezin ve maydanoz ekleyin. 2. Yufkaları ikiye bölün. 3. İç harcı koyup sigara böreği şeklinde sarın. 4. Yağlayıp tepsiye dizin. 5. 180 derecede pişirin."
GetRecipe,Sucuklu Yumurta tarifi verir misin,"Sucuklu Yumurta tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 200g sucuk, 4 adet yumurta, tereyağı, tuz, karabiber. Yapılışı: 1. Sucukları dilimleyin. 2. Tavada sucukları kızartın. 3. Yumurtaları kırın. 4. Baharatları ekleyin. 5. Yumurtalar pişene kadar bekleyin."
GetRecipe,Omlet tarifi verir misin,"Omlet tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 3 adet yumurta, süt, kaşar peyniri, tereyağı, tuz, karabiber. Yapılışı: 1. Yumurtaları çırpın. 2. Süt ve baharatları ekleyin. 3. Tavaya tereyağı koyun. 4. Karışımı dökün. 5. Alt üst yapıp pişirin."
GetRecipe,Kaşarlı Tost tarifi verir misin,"Kaşarlı Tost tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 4 dilim tost ekmeği, 4 dilim kaşar peyniri, tereyağı. Yapılışı: 1. Ekmekleri tereyağı ile yağlayın. 2. Kaşar peynirini yerleştirin. 3. Tost makinesini ısıtın. 4. Tostları koyup pişirin. 5. Altın sarısı olunca çıkarın."
GetRecipe,Pankek tarifi verir misin,"Pankek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı un, 2 adet yumurta, 1 su bardağı süt, 1 paket kabartma tozu, şeker, tuz, tereyağı. Yapılışı: 1. Tüm malzemeleri karıştırın. 2. Tavayı ısıtın. 3. Karışımdan kepçe ile dökün. 4. İki tarafını da pişirin. 5. Bal veya reçelle servis yapın."
